# 
#         ##############################################################
#         # Cosmology Pipeline Configuration
#         #------------------------------------------------------------
#         # Observable: shear-shear
#         # Sky Fraction (fsky): 0.125
#         # Redshift Binning: 5 bins (0.001 ≤ z ≤ 2.5)
#         # for n(z) Euclid-like
#         # Lensing & Clustering Scales:
#         #   - l_min: 100
#         #   - l_bins: 80
#         #   - l_max (WL): 1500
#         #   - l_max (GC, XC): 900
#         #
#         # Data Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: zNLA (0)
#         #   - Baryon Model: Tagn HMcode (1)
#         #   - Parameters: 
#         
#             #       - Omega_c: 0.2595584093001346
#             #       - Omega_b: 0.04904844290657439
#             #       - h: 0.68
#             #       - log10As: 3.044
#             #       - ns: 0.97
#             #       - Mnu: 0.06
#             #       - w0: -1.0
#             #       - wa: 0.0
#             #       - log10T_AGN: 7.9
#             #       - a1_IA: 1.72
#             #       - eta1_IA: -0.41
#             #       - beta_IA: 2.17
#             #       - TCMB: 2.7255
#             #       - nnu: 3.044
#             #       - Ombh2: 0.02268
#             #       - Omch2: 0.12001980846038225
#             #       - Omnuh2: 0.000644866570625114
#             #       - Omega_nu: 0.0013946076354349349
#             #       - Omega_m: 0.3100014598421439
#             #       - Omega_cb: 0.30860685220670897
#             #       - fb: 0.15822003848482
#             #       - As: 2.0989031673191437e-09
#         #
#         # Theory Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: zNLA (0)
#         #   - Baryon Model: Tagn HMcode (1)
#         #   - Parameter priors:
#         
#            #       - Omega_c: [0.1,0.8]
#            #       - Omega_b: [0.01,0.1]
#            #       - h: [0.4,1.0]
#            #       - log10As: [1.7,4.0]
#            #       - ns: [0.6,1.2]
#            #       - Mnu: [0.0,0.5]
#            #       - w0: -1.0
#            #       - wa: 0.0
#            #       - log10T_AGN: [7.6,8.3]
#            #       - a1_IA: [-5.0,5.0]
#            #       - eta1_IA: [-5.0,5.0]
#            #       - beta_IA: [0.0,5.0]
#         ##############################################################
#              Omega_c          Omega_b          h          log10As          ns          Mnu          log10T_AGN          a1_IA          eta1_IA          beta_IA        log_w   log_l
2.901744456417363893e-01 1.745472920916502427e-02 7.289589539655119133e-01 2.644701696965246818e+00 8.431796559640595268e-01 2.268725126891826815e-01 8.122009065626325963e+00 2.403939183368021482e+00 -2.415661390075255710e+00 1.644136457432410214e+00 -1.050258155766196921e+01 -3.511958743714035158e+00
2.575242195841811466e-01 4.547122398670205845e-02 9.997229304583639120e-01 2.452367098201731377e+00 7.736631119436827575e-01 3.417503182533998540e-01 7.629096751124216702e+00 3.089507997707631404e+00 -8.991786752117247872e-01 3.317698055073461383e+00 -9.344591101261343624e+00 -2.353968287313410013e+00
2.565421693213001952e-01 4.969182201578881825e-02 7.626475768221120388e-01 3.002244243042696326e+00 8.918247366208864602e-01 4.570619134056906896e-01 7.678284858370827415e+00 2.870492700273389985e+00 -1.393265728283208382e+00 1.996146707386512453e+00 -1.051599394105846486e+01 -3.525371127110531688e+00
2.591986022120066901e-01 3.621169015885403186e-02 7.673408107486991980e-01 2.936348622287542121e+00 8.464111011872759160e-01 4.372992207987365654e-01 7.765062167082390054e+00 5.191493278879093509e-01 -2.563036087074976876e-01 1.438211594506239033e+00 -1.058612443749447962e+01 -3.595501623546547787e+00
2.290716341150813573e-01 5.916003635038058484e-02 8.322218135875880662e-01 2.975689270726326718e+00 9.281677361418124717e-01 1.503144650588436049e-01 7.818131965338777967e+00 6.997959446236983183e-01 1.096248587723103185e-02 1.998847118360651542e+00 -1.006073604985789771e+01 -3.070113235909963656e+00
2.514585522167742671e-01 4.509455817423327351e-02 7.065078298834552850e-01 3.050285584977865838e+00 9.826308268199924756e-01 1.702632961537406953e-01 8.055853961954603903e+00 2.317317586974604104e+00 -1.786859722525091509e+00 2.498763929466594202e+00 -1.041087853366078519e+01 -3.420255719712852471e+00
2.755981273821550559e-01 3.977089046748150114e-02 8.010880924186374319e-01 2.653290689232346011e+00 8.281268702717634600e-01 1.172476364086832978e-01 7.921865360321758587e+00 3.927259900973194107e+00 -1.707036688195049390e+00 2.126638822435152676e+00 -1.078502226524482310e+01 -3.794399451296888603e+00
2.706510706329002258e-01 2.972796150265243770e-02 8.483116253810050189e-01 2.623036031651297506e+00 7.558865472585222234e-01 3.191264400589702843e-01 7.727207622867917181e+00 3.921197743696914984e+00 -1.447951968205606121e+00 3.743699536062647937e+00 -1.025819323106830083e+01 -3.267570417120367665e+00
3.010840703979334454e-01 1.264111808667123769e-02 7.932493749069104982e-01 2.453725513803878933e+00 7.943510738265553428e-01 4.364548111209205494e-01 8.224018087536620669e+00 1.757608737933107790e+00 -1.330718264865211609e+00 1.414531985373648215e+00 -1.032663519276114528e+01 -3.336012378813211665e+00
2.965558727360938507e-01 1.626140756570631368e-02 7.803126265008208939e-01 2.430121320285893560e+00 8.092338435038838318e-01 1.392321938224417854e-01 8.057845416358620838e+00 4.919714107659071800e+00 -1.774294511210634528e+00 2.457555735482939152e+00 -1.022887294469939690e+01 -3.238250130751463285e+00
2.421830740787780656e-01 7.369044929602099059e-02 6.765289656612123448e-01 3.327557086518149632e+00 1.096816119326428307e+00 3.260933092817155377e-01 7.891430735483313086e+00 3.171801695948929023e+00 -8.511191427899857942e-01 3.014568161788929501e+00 -8.915127931694001973e+00 -1.924505117746068583e+00
2.823458518507170334e-01 1.554050010421550304e-02 8.138090401892439374e-01 2.502216891424128953e+00 7.829727324309345704e-01 2.842968740683740059e-01 7.981498275717097357e+00 1.433175520927130187e+00 -2.844014088076516344e-01 2.877640405522543521e+00 -9.955270413508330307e+00 -2.964647599560397584e+00
2.813688088906999285e-01 3.348364860340055649e-02 9.017782418650951426e-01 2.388865033471335053e+00 7.860798114879279375e-01 2.712884280165991924e-01 7.834915761124288558e+00 4.993470567319919340e+00 -1.586383718419575928e+00 2.594700319596459082e+00 -9.652900449738499589e+00 -2.662277635790566865e+00
2.791299269817909545e-01 3.219818304349520571e-02 7.597051215207470953e-01 2.747144996031449793e+00 9.036456660442289124e-01 4.535451496792568538e-01 8.113382246643389806e+00 1.179800789153757634e+00 -3.542011061147185558e-01 2.656325277274252272e+00 -9.815533385077280570e+00 -2.824910571129348291e+00
2.712285471061055553e-01 3.578271736980328382e-02 6.595326619728765216e-01 3.088304799632402009e+00 9.355780098991900440e-01 2.950401601001337304e-01 7.920672503740219916e+00 1.026103908776415885e+00 -8.298008302801118674e-01 2.384334070690497853e+00 -1.077623412960444682e+01 -3.785611315656514986e+00
2.949567605068896814e-01 2.612778774589950143e-02 6.450190266135438222e-01 2.936881275732295293e+00 9.462911617473630521e-01 3.561760899039037032e-01 8.190970287600098487e+00 2.663417212637765985e+00 -9.953025041435683562e-01 2.419243217329798412e+00 -1.115002257372505312e+01 -4.159399759777119954e+00
2.234274217882503966e-01 9.946337265067532740e-02 8.924359338244942652e-01 3.011586565933565218e+00 1.033720395811272619e+00 2.961973111916224033e-01 7.710245985282512038e+00 2.509336812602823485e+00 -1.937314392477452962e+00 1.528261455892996334e+00 -1.000882917644947057e+01 -3.018206362501538287e+00
2.354686247424464807e-01 6.438951705367018663e-02 8.447205088536218209e-01 3.028994527935186198e+00 8.962951211908387616e-01 4.414679023577240402e-01 7.742655461686135610e+00 3.597448566406217907e+00 -2.194963016559745572e+00 2.296286847927182517e+00 -1.037742690081682539e+01 -3.386804086868893560e+00
2.472295368798999859e-01 6.651536469406013619e-02 9.368180275395853185e-01 2.731653490188576505e+00 8.708795184996593886e-01 4.878516395411754969e-01 7.653424223908883661e+00 4.058477530787810039e+00 -1.896238814133757167e+00 2.795759001961128920e+00 -1.031350522443538509e+01 -3.322882410487451033e+00
2.514876250878004260e-01 5.854564513299455319e-02 7.903384772549111315e-01 2.962276538638104917e+00 9.331665690429077342e-01 4.320834902656802701e-01 7.800640250079550420e+00 1.819259007836066644e+00 -1.118546335332405661e+00 2.091120657615337386e+00 -1.098277618564400271e+01 -3.992153371696070430e+00
2.327423149807567315e-01 5.808042850723062894e-02 7.690328689459684508e-01 3.154637638850755543e+00 1.007215607362962562e+00 4.878505626985118471e-01 7.855417214317568231e+00 3.435719301505212542e+00 -1.448709423930570672e+00 3.227722237534443650e+00 -1.021762586115916349e+01 -3.227003047211228992e+00
2.714989601450233381e-01 3.208009681952406905e-02 7.839421996345015131e-01 2.774087603865234897e+00 8.146106778963476680e-01 3.878341736594015932e-01 7.714388640381359963e+00 2.735705550103686434e+00 -1.026687550000149329e+00 2.103076611569157706e+00 -9.931918161321082295e+00 -2.941295347373148683e+00
2.623082400056365726e-01 3.619245245954298001e-02 5.423454770316989970e-01 3.621581495583537702e+00 1.070305073543321495e+00 2.775947703445367232e-01 8.252281172290155453e+00 4.329337829648110869e+00 -1.958513599433926444e+00 2.849679277245700248e+00 -8.985140500369748651e+00 -1.994517686421816149e+00
2.633516201060334128e-01 3.406268676511068488e-02 8.661055427728694411e-01 2.590177231322966289e+00 7.669090846631652081e-01 1.186358414763591940e-01 7.736728971418676437e+00 3.328814373135591254e-01 9.646481704103422317e-01 2.593540257161052409e+00 -1.077058604427821464e+01 -3.779963230330282808e+00
2.872546095592797277e-01 2.084744254485180331e-02 6.703221956540024173e-01 2.887570529415881992e+00 8.512154005597112327e-01 2.257409570429445567e-01 8.047972715614838179e+00 7.080682693616680012e-01 4.935394180755299232e-01 1.839354119615164151e+00 -9.761992831506180579e+00 -2.771370017558249188e+00
2.875928486108513260e-01 3.893976193973506389e-02 6.942682012308587503e-01 2.851541214787748579e+00 8.777699541382348869e-01 1.831794694726775474e-01 7.807496155434961338e+00 3.594527829045267353e+00 -1.694507632037911549e+00 1.944077930641061602e+00 -9.829314111780913521e+00 -2.838691297832981686e+00
2.548063229121758089e-01 5.572473707641373980e-02 7.863706396729095438e-01 2.864950236362865610e+00 8.923052201724792631e-01 9.772534689079892534e-02 7.764425711993588664e+00 1.721909144110914447e+00 -8.447375337703650899e-01 2.971815130873823207e+00 -1.017484435344464799e+01 -3.184221539496714382e+00
2.663951118220265757e-01 2.796203736713309684e-02 6.879054177683110449e-01 2.956129594798550642e+00 9.107456330180366821e-01 1.615321597077868376e-01 8.221650826967591641e+00 1.529082731193167177e+00 -8.863891884609405025e-01 2.656441529735824592e+00 -1.036985179898842446e+01 -3.379228985040492184e+00
2.235739617862529949e-01 9.185329377382460414e-02 9.270023484625098398e-01 2.956389811676662482e+00 9.342958978632203149e-01 1.078873982082894090e-01 7.659824356494294051e+00 2.646515750061024796e+00 -6.690726640866495600e-01 2.461763211872209922e+00 -9.364419061216516127e+00 -2.373796247268582515e+00
2.971584470150063773e-01 1.018213042092727151e-02 6.415113921371832229e-01 2.859757938024968027e+00 8.473825092443771911e-01 2.081158079294803120e-01 8.279947251035268962e+00 4.501182795865412700e+00 -2.022171936040257911e+00 3.150644915624761122e+00 -1.113994320610685307e+01 -4.149320392158919901e+00
2.430936725828251876e-01 8.066370317279143720e-02 6.429471212303889960e-01 3.354478884558526275e+00 1.074087610671826898e+00 8.344556913097711526e-03 7.843630452267501774e+00 2.503975512549519777e+00 -1.723816394828334708e+00 1.799428983569808072e+00 -9.578292973331603122e+00 -2.587670159383670399e+00
2.294097100366824793e-01 6.506459784078859332e-02 6.053517166682804707e-01 3.775992253591023307e+00 1.141353653410154489e+00 4.884568165730122646e-01 7.944811720825957657e+00 1.500559533416198299e+00 -5.437719021300164712e-01 2.224816258807345903e+00 -9.996726342614223881e+00 -3.006103528666290714e+00
2.215014260775559074e-01 8.799008587920702229e-02 9.816425772927209747e-01 2.901295668387071203e+00 9.393085783254319088e-01 3.502183449731859910e-01 7.759803228165830014e+00 2.510576801292630833e+00 -8.054699606926902788e-01 2.895474881656926236e+00 -9.164154519511090058e+00 -2.173531705563158667e+00
2.239511355760802624e-01 7.794830430260972498e-02 8.245628157704878447e-01 3.105124173500463769e+00 9.695345021498769089e-01 1.514690280513276144e-01 7.742098912025805468e+00 2.762610529871265541e+00 -2.436249420555273382e+00 1.959982823538282126e+00 -9.764911845881336205e+00 -2.774289031933403038e+00
2.904185625999004539e-01 1.646437500403118842e-02 7.825023675710378601e-01 2.516708004798378528e+00 8.083141155604036676e-01 2.909343755203381843e-01 7.965836496264597777e+00 2.755775308316929184e+00 -9.756717019791398826e-01 2.422980959683662672e+00 -1.056664975671618478e+01 -3.576026942768252059e+00
2.404204456977100668e-01 4.836118082997804130e-02 7.478278048428748104e-01 3.115481108060295323e+00 9.953041358446595988e-01 4.663653123121593302e-01 7.954898330202754053e+00 5.124275951393686412e-01 8.049722238153815823e-01 1.820927884101291472e+00 -1.065400941929354772e+01 -3.663386605345615443e+00
2.558910470260841175e-01 5.358785867994207003e-02 7.018409931431111026e-01 3.163451422012381276e+00 9.462757777506773937e-01 3.443433340319684843e-01 7.864099327340129619e+00 4.596626051989227690e+00 -1.315436403373426710e+00 3.343519680356456192e+00 -1.044258369262212938e+01 -3.451960878674195765e+00
2.565240970779821827e-01 6.818664150764150444e-02 9.429842804664552158e-01 2.642172388591931487e+00 8.488397970757050048e-01 3.380980568174735135e-01 7.645316396266990999e+00 3.798011334630357894e+00 -9.339358264465307258e-01 2.599808888950733810e+00 -1.030382522292452663e+01 -3.313202408976592128e+00
2.758442522984357326e-01 2.189667259553152584e-02 9.706928662891572968e-01 2.304172420903737084e+00 7.056706717313622201e-01 3.692687913361841767e-01 7.716644672684937589e+00 3.020450985963918811e+00 -8.267202395337598375e-01 2.763575919487779586e+00 -1.038194019693646553e+01 -3.391317382988530582e+00
2.766262399560793783e-01 1.121806182818904478e-02 7.990678159580755224e-01 2.590574763437019090e+00 7.388584822355751536e-01 2.560477477245054478e-01 7.762050415242813806e+00 4.000864480273339296e+00 -1.975085067403140826e+00 2.821605342349094325e+00 -1.013221245082347366e+01 -3.141589636875540936e+00
2.721519323871636198e-01 3.258057535086938267e-02 6.794341443959386329e-01 3.037313691129090998e+00 9.174584479252982927e-01 3.434243037990851732e-01 8.084399630421930993e+00 2.840816925502630319e+00 -1.577026076605576588e+00 2.985434562049820606e+00 -9.790200211127906726e+00 -2.799577397179973559e+00
2.690402592719605135e-01 4.661991648551173928e-02 8.037363726531719932e-01 2.772398278970331198e+00 8.449531315491874972e-01 2.904385247165819361e-01 7.807483611490300568e+00 2.594477040105598320e-01 1.443736356633571916e+00 1.193548656459153534e+00 -1.033479877249764201e+01 -3.344175958549710170e+00
2.620472989373973105e-01 3.704568028601749191e-02 5.762087083741739280e-01 3.332281119566950167e+00 1.017421630953325495e+00 5.951684801504586453e-02 8.017362182200910681e+00 4.422317572264788055e+00 -1.732761652471754843e+00 3.193252512752384753e+00 -1.028753935009745035e+01 -3.296916536149517629e+00
3.003220531635952817e-01 1.634071516683223424e-02 6.920788837284626016e-01 2.640564169494117763e+00 8.489675011133065441e-01 9.325626511730755741e-02 8.064029150861248496e+00 8.321756653897409706e-01 4.755574422145336655e-01 1.304005467545991781e+00 -1.037735201207074809e+01 -3.386729198122815809e+00
2.397537798878568716e-01 5.187457320224213991e-02 8.112979194651166459e-01 2.920320784948323478e+00 8.970937610674722951e-01 1.849632144372908016e-01 7.675616442730602174e+00 2.691696479774115858e+00 -1.147377624932675033e+00 3.088448487245773144e+00 -9.921183342348768974e+00 -2.930560528400836695e+00
2.366477139867985413e-01 7.894863584541385315e-02 8.592067389071809114e-01 2.930905137602166199e+00 9.876598399943401496e-01 3.249288355131040307e-01 7.811946276172411885e+00 1.800722510344625604e+00 -6.685833273669743448e-01 2.786434774812619253e+00 -1.007226711028747701e+01 -3.081644296339542510e+00
2.980700603530539450e-01 1.435296451666199374e-02 8.016118360018869016e-01 2.403305357109128959e+00 7.291306482650486975e-01 4.276097809139972616e-02 7.955863526580094991e+00 2.866854853294639405e+00 -1.852348259919749385e+00 2.175023963927812609e+00 -1.035612159528412590e+01 -3.365498781336191403e+00
2.834085580182774677e-01 1.125785256032813680e-02 7.893501638406614784e-01 2.519664763330618396e+00 7.136351823445536979e-01 2.605254291754954821e-02 7.625164909608470154e+00 1.049819680876410644e+00 -5.004470477873921297e-01 2.492254267095423081e+00 -1.004048417789321945e+01 -3.049861363945287618e+00
2.894781232314210806e-01 2.754136513883822385e-02 6.939892330385351027e-01 2.711543396713167464e+00 9.072002562233676404e-01 8.209519127004660799e-02 8.051487312391374829e+00 4.212949274057946170e+00 -2.159367103593281545e+00 2.346396970716964070e+00 -1.000345277122329080e+01 -3.012829957275358961e+00
2.458419596100375193e-01 6.718569422214022702e-02 8.645837800617299784e-01 2.788579199919331231e+00 9.827047950202077997e-01 3.866175538507732323e-01 7.876056979191249141e+00 4.075150003606445637e+00 -2.058911782961265757e+00 1.925395135331280816e+00 -1.057882693166115473e+01 -3.588204117713221564e+00
2.302911252960003485e-01 7.741233654609076809e-02 7.487076774792629230e-01 3.256460272232265751e+00 9.984927848285485297e-01 2.206844901142737680e-01 7.786513381486539487e+00 3.124415228019078228e+00 -1.620016607294761712e+00 2.963823860805916866e+00 -1.048677437858671624e+01 -3.496151564638783515e+00
2.461072932137472746e-01 6.093760657323640112e-02 9.997313961343831101e-01 2.547691623315841980e+00 8.580150239206444374e-01 3.722999528024297233e-01 7.644149587598575657e+00 2.459725036647730789e+00 -1.550821640174620875e+00 1.605761735083953701e+00 -1.200050795279892668e+01 -5.009885138850993513e+00
2.733697050084321623e-01 5.457117790467423679e-02 5.950267108858395826e-01 3.341120187322501600e+00 1.141602271068234753e+00 4.104810346605303750e-01 8.195550349196309980e+00 2.765878449602312550e+00 -1.433470274033106229e+00 2.116397765370170436e+00 -1.054570349973083410e+01 -3.555080685782901373e+00
2.278205137132406355e-01 6.334642807141832588e-02 6.858959272127620466e-01 3.451904774984902780e+00 1.051497068567212034e+00 3.834782655971651910e-01 7.843329123435000660e+00 4.033323404692174208e+00 -1.155753323411969902e+00 2.502193244863734733e+00 -1.021621917721265405e+01 -3.225596363264720878e+00
2.787255214333274056e-01 2.453469903602939484e-02 7.060625102046941270e-01 2.786658034322684330e+00 8.277368993548428477e-01 5.628507944992383605e-02 7.622557419989442806e+00 1.090079186220390461e+00 -5.889839186103040802e-01 1.335498299295391877e+00 -1.011378946105629950e+01 -3.123166647108365890e+00
2.546955562055258637e-01 5.099790746768782801e-02 7.818341194212616863e-01 2.915321583311890841e+00 8.664484909626328779e-01 2.290639596717518600e-01 7.643694170683129840e+00 4.728360318279113628e+00 -1.552246845253119290e+00 3.683288031410335783e+00 -9.899973276511740750e+00 -2.909350462563808914e+00
2.939313333047008925e-01 2.262340630479910131e-02 7.180642439428738255e-01 2.681059047885977709e+00 8.584476782586812904e-01 2.656582897142749644e-01 7.871237321128322861e+00 1.900029688511304826e+00 -1.372981957023150734e+00 1.758762877171111683e+00 -9.753334408144034740e+00 -2.762711594196101572e+00
2.628028354735485461e-01 3.940025814232502033e-02 8.931951944634366480e-01 2.552960336008294195e+00 7.512660733267648716e-01 1.966088352346406776e-03 7.654290001785264863e+00 2.447501767238639658e+00 -1.695817396982586267e+00 1.991092358502768445e+00 -1.098432048369929248e+01 -3.993697669751360646e+00
2.702753610876839074e-01 3.195248301333949298e-02 9.941985282981038452e-01 2.367212327905738434e+00 7.071055085108801652e-01 4.051084778042716716e-01 7.627505205437480562e+00 4.217511066380250639e+00 -2.570260140720895592e+00 2.342011450423617802e+00 -1.281379196598929582e+01 -5.823169152041363539e+00
2.523387966531869253e-01 3.985085056100681061e-02 9.003825547734810586e-01 2.646018686180123147e+00 7.658454617225608496e-01 1.199324780480907071e-01 7.772725044556752394e+00 2.705825525807149745e+00 -1.138686967120776661e+00 2.673606673162649550e+00 -1.016283640406169653e+01 -3.172213590113764248e+00
2.286577161345536569e-01 9.912813555418449607e-02 6.852542761127362603e-01 3.432450503727263680e+00 1.164211749751848934e+00 2.204371023322255208e-01 7.869933587272060826e+00 4.304678871500492221e+00 -1.692126518247965006e+00 1.903989482319925042e+00 -1.015546425176102829e+01 -3.164841437813093794e+00
2.497070051774629151e-01 5.414780014302898736e-02 6.739519899829258254e-01 3.118740533700771422e+00 1.027544113520978186e+00 1.079326897610932701e-02 8.024195879319488967e+00 4.845384069420878959e+00 -1.846473763642284549e+00 3.581654365997625433e+00 -9.835362411963675555e+00 -2.844739598015742388e+00
2.773319666121033533e-01 3.754443436156364861e-02 5.144317620676397418e-01 3.473957381136017375e+00 1.062417723524086810e+00 2.752600641426994343e-02 8.175707757920955387e+00 1.693660434275743754e+00 -7.351636650995629907e-02 2.212401902588706726e+00 -8.480030575869900389e+00 -1.489407761921966777e+00
2.781484175970616035e-01 4.939171228296618948e-02 6.449723935952966780e-01 3.061262307269193794e+00 1.007227955130217012e+00 2.360263271206619606e-01 7.931645886950784430e+00 3.628669158483139867e+00 -2.077592465282462886e+00 1.605551341323361303e+00 -1.214763186862719380e+01 -5.157009054679261517e+00
2.793730076160978459e-01 2.648481311975596497e-02 6.258860053713990457e-01 3.075950021178043947e+00 9.114757890524868289e-01 1.435677007584448273e-01 8.232586243482995059e+00 3.316251420288731211e+00 -1.502132064055610172e+00 3.002793601509838872e+00 -9.315591365977642369e+00 -2.324968552029710089e+00
2.719618433413502068e-01 3.807857212625822413e-02 8.012242546869807747e-01 2.614745025963516767e+00 8.675298655938705750e-01 7.090535796151214987e-02 7.985287379876417013e+00 3.124862490187769737e-01 2.133142340072025078e-01 1.385545720627258781e+00 -1.077945763186080086e+01 -3.788834817912866360e+00
2.751582094206271312e-01 2.882955706532760315e-02 7.678082183422701990e-01 2.641564152959263723e+00 8.571341232201271643e-01 9.391914939081275060e-02 8.038166979200507711e+00 1.101021632056687238e+00 3.777359019496984160e-01 2.194831220062545274e+00 -1.096432457574318420e+01 -3.973701761795251919e+00
2.818664257313271970e-01 3.528298582635345376e-02 8.682843221019745927e-01 2.505562452386989492e+00 7.447263392484294586e-01 1.918522203648391211e-01 7.696654668647536113e+00 3.565845181984116152e+00 -1.167727303273047301e+00 2.589158008102345754e+00 -9.859781587628798860e+00 -2.869158773680866581e+00
2.737078899296435663e-01 3.938742203130544961e-02 6.929791541659240384e-01 2.961159842524974106e+00 9.700601517603932855e-01 3.252453037899672994e-01 8.214847458758304910e+00 6.441276701712901342e-01 6.294898717328116788e-01 2.234174270626580583e+00 -9.704801939324465110e+00 -2.714179125376533275e+00
2.448174907540204559e-01 5.302417956140457328e-02 8.042387304667599768e-01 2.928755731504145920e+00 8.558820940116118603e-01 1.158584076090041215e-01 7.704952136071031354e+00 3.103347288054683517e+00 -1.216784087107018131e+00 3.730059655105562033e+00 -1.011207705600403273e+01 -3.121454242056098671e+00
2.543498369895038635e-01 4.129212932239526013e-02 6.009166985160949714e-01 3.356256006538585801e+00 1.016543725445575364e+00 1.116118637008283176e-01 8.109761155430554425e+00 3.641580491426447352e+00 -1.882996943702980097e+00 3.357547705245917946e+00 -1.015210877164684433e+01 -3.161485957698912497e+00
2.463927409767811549e-01 6.485653327889873143e-02 6.930074216468413706e-01 3.217096435842571545e+00 1.023837882042860858e+00 2.081577606183026008e-01 7.958211404682268508e+00 4.308417719809282787e+00 -1.640380666233896001e+00 3.323046102545621938e+00 -9.663699378371514825e+00 -2.673076564423580770e+00
2.379976473500553524e-01 7.152455287431129516e-02 6.324764453987328228e-01 3.500059582773435096e+00 1.115931378724042133e+00 2.439434479444634873e-01 7.998181797649363212e+00 2.386242491538733468e+00 -6.894598444130028980e-01 1.949266684542029893e+00 -1.186926167512168817e+01 -4.878638861173756780e+00
2.243375341675527823e-01 7.403182293782940848e-02 8.707214890167704890e-01 2.988591543869492995e+00 9.859506550776735434e-01 3.590504612172184529e-01 7.713844505553550945e+00 2.066782003179103988e+00 -5.950996595469320027e-01 2.134075772104585766e+00 -1.044808508582275408e+01 -3.457462271874820026e+00
2.216218489488571974e-01 8.733891188088663271e-02 8.290096160873148268e-01 3.165257985916316130e+00 1.040776610149570125e+00 4.549195981068219208e-01 7.682610824932154969e+00 2.196324492140234952e+00 -5.454077359192632812e-01 1.931921287701446888e+00 -1.053846037971847593e+01 -3.547837565770542323e+00
2.686515113276989886e-01 4.585377689382608840e-02 5.914875636648698753e-01 3.397253961403317035e+00 1.032465084709678571e+00 2.893345672423353054e-01 8.175867633045688976e+00 4.505655884600297867e+00 -1.347365157000783853e+00 2.913788103066373480e+00 -9.347550504817949246e+00 -2.356927690870016079e+00
2.853045396665526701e-01 1.766772338284497423e-02 6.261246705167974325e-01 2.993268402740036471e+00 8.966834956297519144e-01 1.705088385766692083e-01 8.228174734186023187e+00 2.335028139052589324e+00 -1.999181203395616890e+00 1.862158903644102192e+00 -1.027668307582471030e+01 -3.286060261876777577e+00
2.498589712192917922e-01 6.165914954032003514e-02 9.921225557375025206e-01 2.594321884173067083e+00 7.887326286926914509e-01 1.714488505773711369e-01 7.644336691091130120e+00 4.029666638446711247e+00 -1.166344817043926341e+00 3.283549571889527563e+00 -9.563484036568794977e+00 -2.572861222620861366e+00
2.756678576445383833e-01 2.644710909483204142e-02 8.223609419627697648e-01 2.603616337040703943e+00 7.698225890565085772e-01 2.161907829624021837e-01 7.789249804617972117e+00 5.770002899499697691e-01 6.667783291444422389e-01 1.537728248437141954e+00 -1.136290075832825153e+01 -4.372277944380319248e+00
2.592190150138029558e-01 5.947981513591847624e-02 8.871011804166915038e-01 2.690664485628185609e+00 8.899803243247332851e-01 4.812231260167790237e-01 7.802976289587588710e+00 7.626240713587790765e-01 -1.104791086293310798e-01 1.938971251437698884e+00 -1.140259438422330263e+01 -4.411971570275368570e+00
2.797209775523286091e-01 2.731860188375528214e-02 6.715759822238871468e-01 2.952237731977391810e+00 8.928073494594465087e-01 2.276322222219561708e-01 8.261125703853524627e+00 3.307563985371087867e+00 -1.177556774133226014e+00 3.366453105009537428e+00 -1.125776611351321677e+01 -4.267143299565281822e+00
2.736645590877641032e-01 2.440821866808324733e-02 6.544336353606881040e-01 2.946063447083123066e+00 9.202117987675038080e-01 8.209606519592960172e-02 8.084148634798694388e+00 3.530144776114232386e+00 -1.311347699120017918e+00 2.075090883522880958e+00 -1.052996015137543395e+01 -3.539337337427500785e+00
2.422078075254134322e-01 5.466701493502883896e-02 8.969800944065888793e-01 2.819419706940767156e+00 8.337914851211620793e-01 3.940752292281995972e-01 7.662400186949705372e+00 2.028174495097800900e+00 -1.735921657787822259e+00 1.582989568237912481e+00 -1.159046447550815628e+01 -4.599841661560222228e+00
2.374314871663847359e-01 7.754477081145318140e-02 9.681837786058593576e-01 2.768761410689760893e+00 8.916902566841971023e-01 3.807797377675503636e-01 7.725843728763742035e+00 4.513204029760684577e+00 -2.568093394509895155e+00 2.239193960902046143e+00 -1.073508211104769572e+01 -3.744459297099763884e+00
2.654610137850144103e-01 4.386546984240400487e-02 8.357079559050554218e-01 2.692465087231438403e+00 8.124616765637659999e-01 1.770575558129383609e-01 7.765872360328417656e+00 4.372261112180250819e+00 -1.424922574647412787e+00 2.078119468082310739e+00 -1.154985938615211083e+01 -4.559236572204176774e+00
2.561661421853164144e-01 6.547210299518688159e-02 8.247170804209373873e-01 2.853749255566428999e+00 8.818122980563576352e-01 2.449796224190203819e-01 7.678443459640259761e+00 1.845000090340523258e+00 -7.325339423963033170e-01 1.849235192204796707e+00 -9.490056934180113757e+00 -2.499434120232178813e+00
3.064147434911988488e-01 1.062777568169093016e-02 7.752650189226837352e-01 2.494239745751281045e+00 7.577799574808691263e-01 4.280154288058053980e-01 8.090248802892421764e+00 1.825107808036536383e+00 -5.478847187736191060e-01 1.997559482825305155e+00 -1.146470531551252847e+01 -4.474082501564593528e+00
