# 
#         ##############################################################
#         # Cosmology Pipeline Configuration
#         #------------------------------------------------------------
#         # Observable: shear-shear
#         # Sky Fraction (fsky): 0.5
#         # Redshift Binning: 5 bins (0.01 ≤ z ≤ 3.0)
#         # for n(z) LSST-like
#         # Lensing & Clustering Scales:
#         #   - l_min: 20
#         #   - l_bins: 50
#         #   - l_max (WL): 2000
#         #   - l_max (GC, XC): 900
#         #
#         # Data Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: TATT (1)
#         #   - Baryon Model: no baryons (0)
#         #   - Parameters: 
#         
#             #       - Omega_m: 0.31
#             #       - Ombh2: 0.02268
#             #       - h: 0.68
#             #       - log10As: 3.044
#             #       - ns: 0.97
#             #       - Mnu: 0.0
#             #       - w0: -1.0
#             #       - wa: 0.0
#             #       - a1_IA: 0.1446
#             #       - eta1_IA: 2.21
#             #       - beta_IA: 0.0
#             #       - a2_IA: 1.0
#             #       - eta2_IA: 0.0
#             #       - b1_IA: 1.0
#             #       - TCMB: 2.7255
#             #       - nnu: 3.044
#             #       - Omega_b: 0.04904844290657439
#             #       - Omnuh2: 0.0
#             #       - Omega_nu: 0.0
#             #       - Omega_cb: 0.31
#             #       - Omega_c: 0.2609515570934256
#             #       - fb: 0.15822078356959482
#             #       - As: 2.0989031673191437e-09
#         #
#         # Theory Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: zNLA (0)
#         #   - Baryon Model: no baryons (0)
#         #   - Parameter priors:
#         
#            #       - Omega_m: [0.25,0.4]
#            #       - Ombh2: 0.02268
#            #       - h: [0.5,0.9]
#            #       - log10As: [1.7,4.0]
#            #       - ns: 0.97
#            #       - Mnu: 0.0
#            #       - w0: -1.0
#            #       - wa: 0.0
#            #       - a1_IA: [-5.0,5.0]
#            #       - eta1_IA: [-5.0,5.0]
#            #       - beta_IA: 0.0
#            #       - a2_IA: 1.0
#            #       - eta2_IA: 0.0
#            #       - b1_IA: 1.0
#         ##############################################################
#              Omega_m          h          log10As          a1_IA          eta1_IA        log_w   log_l
3.439357041571213247e-01 7.382180012015404635e-01 2.494678404142298245e+00 8.651398873481888074e-01 9.806373864846928967e-01 -9.270390810649303148e+00 -3.415367193613427048e+02
3.474949616783218898e-01 7.436286185830892626e-01 2.443868224536725364e+00 8.628667600141293192e-01 9.630347575128128668e-01 -9.297921871990467935e+00 -3.415642504226838696e+02
3.471177647264904187e-01 7.467856282532664425e-01 2.430680671994361663e+00 8.524903263705319034e-01 1.002146212940524528e+00 -9.347522211509840417e+00 -3.416138507622032421e+02
3.447022294269617149e-01 7.340331744675381298e-01 2.505827194095108901e+00 8.686614748173120404e-01 9.493061157350224377e-01 -9.205220732765496905e+00 -3.414715492834588986e+02
3.419380338444225620e-01 7.494047908007989145e-01 2.458314054212063837e+00 8.448653545191922021e-01 1.040314242896509533e+00 -9.154017639723008415e+00 -3.414203461904164101e+02
3.475090770204445900e-01 7.418617586680668063e-01 2.450286226814060608e+00 8.411631518061781776e-01 1.037112718732840833e+00 -9.200718764220255252e+00 -3.414670473149136569e+02
3.448160003205117397e-01 7.480542606726541255e-01 2.442144335785681353e+00 8.394890570752746584e-01 1.061390969681415442e+00 -9.180318850347532589e+00 -3.414466474010409343e+02
3.491268726247638288e-01 7.398885729124058397e-01 2.447861670343598917e+00 8.473529531693868577e-01 1.005775016953008638e+00 -9.356971238247353995e+00 -3.416232997889407557e+02
3.422355676099208543e-01 7.400922716807947221e-01 2.496846099046805101e+00 8.556111446387468789e-01 9.593990343127254405e-01 -9.275500348478885826e+00 -3.415418288991722875e+02
3.390183239594761755e-01 7.431584364876271387e-01 2.506676318830881822e+00 8.637009272172102570e-01 9.818852473344952259e-01 -9.144967407455624198e+00 -3.414112959581490259e+02
3.439495327818694048e-01 7.349588452413422512e-01 2.507239596411737992e+00 8.419665414186505714e-01 1.016869472628122217e+00 -9.176034568180739370e+00 -3.414423631188741410e+02
3.436724257636589175e-01 7.456234802061404432e-01 2.462279370285795022e+00 8.713644309282813083e-01 9.754797915495618810e-01 -9.343548962582644890e+00 -3.416098775132760466e+02
3.430844358884954648e-01 7.395395303038636570e-01 2.492190859791571178e+00 8.324520027069892691e-01 1.057443533196643415e+00 -9.374645136627179909e+00 -3.416409736873205816e+02
3.452075757571525516e-01 7.381809917774956320e-01 2.485032590152469911e+00 8.782780984663682844e-01 9.224819211230634863e-01 -9.372362350217770199e+00 -3.416386909009111719e+02
3.454649691863744820e-01 7.469727449968459609e-01 2.443351242434417259e+00 8.640393086536954925e-01 9.630711326355942958e-01 -9.354815850787815634e+00 -3.416211444014812173e+02
3.432802365971724390e-01 7.417122209840620872e-01 2.482908428670349110e+00 8.490326919285218210e-01 1.043913246134577477e+00 -9.260771762089689219e+00 -3.415271003127830909e+02
3.483871254060558753e-01 7.377161037961132983e-01 2.464391200100471302e+00 8.656854193651453144e-01 9.447631445400883621e-01 -9.348445014062690461e+00 -3.416147735647560921e+02
3.445845617656517201e-01 7.375550970288949904e-01 2.492779488129929444e+00 8.513727069415750748e-01 9.854748197840610402e-01 -9.143306280261640495e+00 -3.414096348309550422e+02
3.475036151113505278e-01 7.329289568851390380e-01 2.492179608404254232e+00 8.728776328627363412e-01 9.312528999192579704e-01 -9.360548265400552737e+00 -3.416268768160939544e+02
3.474776222173413531e-01 7.394316247474672643e-01 2.461462431618765212e+00 8.485861537517518371e-01 9.897831057279375955e-01 -9.291352479332601888e+00 -3.415576810300260036e+02
3.480861523332588470e-01 7.380471493780973447e-01 2.465172942108859289e+00 8.383369220885725781e-01 1.032076401302878921e+00 -9.402772974038214215e+00 -3.416691015247316159e+02
3.406002088173745168e-01 7.483173105449888451e-01 2.473009316017956927e+00 8.615333575558237200e-01 9.922863042199274730e-01 -9.295488587732222641e+00 -3.415618171384256243e+02
3.455907672718255275e-01 7.410345149919972396e-01 2.468860003379692358e+00 8.554258603116684512e-01 1.026182202744825744e+00 -9.271690144699732627e+00 -3.415380186953931343e+02
3.435717240050797927e-01 7.396215909358657692e-01 2.487152197387993535e+00 8.564017071392493463e-01 9.648611550819152782e-01 -9.341993931234071624e+00 -3.416083224819274733e+02
3.411191328444599380e-01 7.460032529019717806e-01 2.479134427648392869e+00 8.350146904271626980e-01 1.078530455572797919e+00 -9.370578385439330305e+00 -3.416369069361327320e+02
3.439720483059378608e-01 7.405966353109174616e-01 2.481043624714061480e+00 8.511026928794631630e-01 9.753700802299745121e-01 -9.178636931136509247e+00 -3.414449654818299109e+02
3.455267356676939849e-01 7.476839493669618086e-01 2.437749828888629899e+00 8.626310786751121285e-01 9.760361931556991166e-01 -9.250538894716385130e+00 -3.415168674454097868e+02
3.449275960685844189e-01 7.367016118009702685e-01 2.491257453129714250e+00 8.593282093135599098e-01 9.870198863413985890e-01 -9.267787739206596598e+00 -3.415341162898999983e+02
3.483821145038903944e-01 7.425144589555637831e-01 2.442616619653247056e+00 8.639043339737479954e-01 9.684435667361226407e-01 -9.216300217173795772e+00 -3.414826287678671974e+02
3.404101978855681443e-01 7.396826752376839398e-01 2.510079116035288660e+00 8.478858407358842442e-01 9.990686875597765138e-01 -9.271773917941345644e+00 -3.415381024686347473e+02
3.445345411480429387e-01 7.324123209733948148e-01 2.515708320215541249e+00 8.538433053677625395e-01 9.921438659911085978e-01 -9.157399245249905562e+00 -3.414237277959433072e+02
3.445425118385125329e-01 7.373301420401171535e-01 2.491627223634293564e+00 8.399410391773312057e-01 1.038445538519427558e+00 -9.239487374993302637e+00 -3.415058159256867043e+02
3.472990319901575473e-01 7.390080765398050477e-01 2.466900354519752980e+00 8.666307245999931297e-01 9.807400574530511506e-01 -9.350738717044805526e+00 -3.416170672677382072e+02
3.454216330152412029e-01 7.393894287814153365e-01 2.477075017241198385e+00 8.669710259806748809e-01 9.860029637024592120e-01 -9.301773026304999803e+00 -3.415681015769984015e+02
3.468403220720774338e-01 7.419328421564811427e-01 2.455125861916654273e+00 8.707370201563593426e-01 9.727844146879291998e-01 -9.377794654887395609e+00 -3.416441232055807973e+02
3.450159225893088544e-01 7.355067637444377970e-01 2.498240451693690911e+00 8.365092311195496677e-01 1.049963736080678167e+00 -9.305117243384927406e+00 -3.415714457940783291e+02
3.407541893940165267e-01 7.458827413804351991e-01 2.482510690155798727e+00 8.674216970265105076e-01 9.580062053915092690e-01 -9.282972593677357054e+00 -3.415493011443707587e+02
3.435158590874365370e-01 7.414341046465663387e-01 2.483128016441382258e+00 8.424815947163013519e-01 1.017289726177141418e+00 -9.350386301972434921e+00 -3.416167148526658366e+02
3.459814578543682906e-01 7.467398104195941411e-01 2.439604385201674663e+00 8.719986981724670017e-01 9.611839268702828676e-01 -9.348449469155582392e+00 -3.416147780198489841e+02
3.421975822595079708e-01 7.358222620723900986e-01 2.514885093822400997e+00 8.624777765084123970e-01 9.697955953222869852e-01 -9.384702406633607552e+00 -3.416510309573270092e+02
3.432507438245999687e-01 7.428544147795603791e-01 2.475878270156340655e+00 8.319189254218475327e-01 1.055172319641072498e+00 -9.350330712437369129e+00 -3.416166592631307708e+02
3.481211399846178001e-01 7.426863295654385633e-01 2.444437011728382902e+00 8.441758070343210463e-01 1.027127860383348690e+00 -9.376365963925138658e+00 -3.416426945146185403e+02
3.419750233088399982e-01 7.391660612979487066e-01 2.503802090176969308e+00 8.717740602719095122e-01 9.358061268726824977e-01 -9.224056044638928142e+00 -3.414903845953323298e+02
3.472025685788550642e-01 7.366087046275634487e-01 2.475835379072887754e+00 8.603164965111993467e-01 9.594197148506715678e-01 -9.140694574804342665e+00 -3.414070231254977443e+02
3.403636092301521310e-01 7.442684017269710628e-01 2.491149139631987808e+00 8.324901428844979634e-01 1.064221910225866097e+00 -9.218371088376727585e+00 -3.414846996390701293e+02
3.397927844114567719e-01 7.367513741846248854e-01 2.529389489603280250e+00 8.572632347818700538e-01 9.711087980253143570e-01 -9.210665413022638859e+00 -3.414769939637160405e+02
3.427075432903335939e-01 7.393172352399149938e-01 2.494866824461699828e+00 8.704410750631534910e-01 9.332338276880092209e-01 -9.348011951385444718e+00 -3.416143405020788464e+02
3.450605556937735297e-01 7.422959805879474349e-01 2.467309545696054762e+00 8.552449662958405696e-01 9.717115794130304351e-01 -9.218967798093672172e+00 -3.414852963487870738e+02
3.449561352076112586e-01 7.510156371113207996e-01 2.428801199105448116e+00 8.495784423739074498e-01 1.038752434849143036e+00 -9.348794628477605784e+00 -3.416151231791710075e+02
3.421818507109205543e-01 7.438663883233636032e-01 2.481990990830466703e+00 8.482667181134297962e-01 1.032596834178061584e+00 -9.176807753153354952e+00 -3.414431363038467566e+02
3.425091668152511204e-01 7.455655181707443457e-01 2.471782068346450423e+00 8.534254481487266730e-01 9.931488772620156169e-01 -9.296521825581180565e+00 -3.415628503762745822e+02
3.436925443704349492e-01 7.393454309303029159e-01 2.489721625539018213e+00 8.521621414988587162e-01 9.710703207237667556e-01 -9.167709962653930234e+00 -3.414340385133473319e+02
3.478748437451055775e-01 7.367664243385043665e-01 2.471979615440618616e+00 8.720495495576194855e-01 9.501546662378412833e-01 -9.212717504524107426e+00 -3.414790460552175091e+02
3.452449386911236040e-01 7.337582063555763146e-01 2.503460131981209535e+00 8.564293568967675796e-01 9.933605469937383248e-01 -9.174608691225500934e+00 -3.414409372419189026e+02
3.468518248239880752e-01 7.391425482756953658e-01 2.470057252260902558e+00 8.625125819955039574e-01 9.774258163224738283e-01 -9.300653895363382162e+00 -3.415669824460567838e+02
3.441217364379346444e-01 7.458229656846605549e-01 2.458923297911328909e+00 8.583219780502915341e-01 9.834346384433034771e-01 -9.218581383708283283e+00 -3.414849099344016849e+02
3.462820938020686468e-01 7.399041307219567098e-01 2.467088464148411653e+00 8.681218389332201468e-01 9.590546904561989550e-01 -9.198664542048220483e+00 -3.414649930927416221e+02
3.405369232679884006e-01 7.454425662820026721e-01 2.484893135608346348e+00 8.640048687358667934e-01 9.473632574819035312e-01 -9.290679663785454068e+00 -3.415570082144788557e+02
3.404291446241598518e-01 7.355130195270407345e-01 2.531447265584223949e+00 8.564260468747928456e-01 9.879683655085882421e-01 -9.358914462070401896e+00 -3.416252430127638036e+02
3.395787793049847014e-01 7.434655870565277658e-01 2.502218183219096392e+00 8.434511711234335962e-01 1.034130931425512934e+00 -9.282489367691994175e+00 -3.415488179183853958e+02
3.408478766980618246e-01 7.485197198938750018e-01 2.468153390917751988e+00 8.642193474920789598e-01 9.537483863478470880e-01 -9.287290989548637299e+00 -3.415536195402420390e+02
3.408264278058293351e-01 7.502768129811623332e-01 2.460346126820908363e+00 8.659052792463262094e-01 9.645485669316773425e-01 -9.190428519813849562e+00 -3.414567570705072512e+02
3.474023480570749833e-01 7.392555701434789794e-01 2.465568487738246439e+00 8.588699561205537236e-01 9.933966436305565750e-01 -9.261490059523566742e+00 -3.415278186102169684e+02
3.454344014052606049e-01 7.409103591872286954e-01 2.468944796970446554e+00 8.776220555468317031e-01 9.321530091205900703e-01 -9.340628376442396075e+00 -3.416069569271357977e+02
3.473613084282526908e-01 7.377594390464523588e-01 2.472209305202284213e+00 8.678440028583569443e-01 9.652407749071727494e-01 -9.263354207787415362e+00 -3.415296827584808170e+02
3.466222358832466988e-01 7.329132219349034916e-01 2.497526283799746505e+00 8.554003304795667617e-01 9.654190395722856977e-01 -9.232552851338539313e+00 -3.414988814020319410e+02
3.405948801412516103e-01 7.436584434144246636e-01 2.492534923357306198e+00 8.391582742060794686e-01 1.020485863556763739e+00 -9.282414449001635148e+00 -3.415487429996950368e+02
3.450236222927714480e-01 7.367885310149975275e-01 2.490700047890440416e+00 8.745515248316433343e-01 9.258711477460757067e-01 -9.197510168896428695e+00 -3.414638387195898304e+02
3.425938874544494084e-01 7.507018644324516821e-01 2.446783529700419457e+00 8.485583853876246252e-01 1.050804835847839236e+00 -9.314924037826187941e+00 -3.415812525885195896e+02
3.458373523925588611e-01 7.380228813572904389e-01 2.478640265345501970e+00 8.588898057309943823e-01 9.914368597388598658e-01 -9.306404367822040058e+00 -3.415727329185154417e+02
3.471730370679883548e-01 7.431646670346773176e-01 2.449307850937888720e+00 8.645719454721838559e-01 9.788788868999187542e-01 -9.367315206137106998e+00 -3.416336437568305087e+02
3.431428818962016791e-01 7.330935977851343877e-01 2.522361859567543441e+00 8.445716070782962603e-01 1.008048241633251685e+00 -9.317258992785525606e+00 -3.415835875434789273e+02
3.410053817334127713e-01 7.379237966968392737e-01 2.514124157977148943e+00 8.606476947068024685e-01 9.854003896453882305e-01 -9.377383301772738378e+00 -3.416437118524661400e+02
3.426038088195824116e-01 7.428502914023519255e-01 2.479330458624987799e+00 8.486229998501588767e-01 1.013611862766766514e+00 -9.289986460498482757e+00 -3.415563150111918844e+02
3.477514679570445910e-01 7.420981457702050532e-01 2.447441370889381851e+00 8.446159691584753659e-01 1.015064843068670619e+00 -9.267096277111420477e+00 -3.415334248278048221e+02
3.483919958214148904e-01 7.356749121208279174e-01 2.472609653707051436e+00 8.710877010895341499e-01 9.425317401719990329e-01 -9.229360270650090570e+00 -3.414956888213434922e+02
3.466173929292838407e-01 7.490136630716150989e-01 2.425248835310156448e+00 8.598522252155920143e-01 1.001412520941640238e+00 -9.345981743496054150e+00 -3.416123102941894558e+02
3.454691691722370228e-01 7.421388314267095554e-01 2.465779399118010584e+00 8.714958478690713051e-01 9.472505236143922147e-01 -9.318230379578096745e+00 -3.415845589302714984e+02
3.437807404678282497e-01 7.516069793444917213e-01 2.434684034472811565e+00 8.465308807898210830e-01 1.039701268525687006e+00 -9.273706950307257557e+00 -3.415400355010006592e+02
3.468176608245450154e-01 7.362915009292700930e-01 2.481506729329106875e+00 8.571844977339715399e-01 9.551309914177732452e-01 -9.347093107611215146e+00 -3.416134216583046168e+02
3.403638522297826596e-01 7.400994082159852994e-01 2.508464666466604154e+00 8.692930316256752832e-01 9.527493823663029104e-01 -9.421827172368750780e+00 -3.416881557230621524e+02
3.423295513098869591e-01 7.451142589252264248e-01 2.472351462294875013e+00 8.381171080026570408e-01 1.067277433061084579e+00 -9.330360842260233767e+00 -3.415966893929536354e+02
3.430363856551165713e-01 7.450001052851749073e-01 2.469259000203543941e+00 8.555339596350544085e-01 1.030661199134568662e+00 -9.255294042810930932e+00 -3.415216225935043326e+02
3.478438286510098232e-01 7.382641764584914057e-01 2.465072577965007117e+00 8.348908180385787858e-01 1.050101910437054364e+00 -9.372723735251497601e+00 -3.416390522859448993e+02
3.460053760909335141e-01 7.429157464616910067e-01 2.458351382257600193e+00 8.709445707234042544e-01 9.578043427439020263e-01 -9.277970906505743187e+00 -3.415442994571991449e+02
3.395611079502593443e-01 7.401871933227959222e-01 2.515095806163058167e+00 8.645758236094067684e-01 9.781860176397554341e-01 -9.274600309172456036e+00 -3.415409288598658577e+02
3.399623285130666805e-01 7.528985150908591439e-01 2.455832200289744804e+00 8.512245172064876186e-01 1.008759716872111412e+00 -9.341418966055414330e+00 -3.416077475167488160e+02
3.463064590416903288e-01 7.376672634134939788e-01 2.480277677896859601e+00 8.572256977219598895e-01 9.777915935816956505e-01 -9.131640182255864602e+00 -3.413979687329492663e+02
3.453514068271211768e-01 7.388555376103531636e-01 2.480993529632558037e+00 8.470214915138303269e-01 9.944856152143000116e-01 -9.202939219592678910e+00 -3.414692677702860806e+02
3.471209580864690891e-01 7.427905858086064628e-01 2.450691853317754187e+00 8.367316123952450724e-01 1.048075273575101996e+00 -9.351267801964354476e+00 -3.416175963526577561e+02
3.391666489790106653e-01 7.471437384126236037e-01 2.487026316487089161e+00 8.342843523956755547e-01 1.069885572592195189e+00 -9.300920481451328214e+00 -3.415672490321447299e+02
3.411628991320470039e-01 7.365330799383368321e-01 2.520453975804398894e+00 8.687287280916979881e-01 9.616368770423573409e-01 -9.379868170068789368e+00 -3.416461967207621910e+02
3.438507197550947359e-01 7.339956383750868563e-01 2.514565209491156139e+00 8.537224541156662738e-01 9.957913621017580041e-01 -9.314443187165977633e+00 -3.415807717378593793e+02
3.396011141542550349e-01 7.501846205072060236e-01 2.469533036785770186e+00 8.433416590733964213e-01 1.027530461676659179e+00 -9.171372918897077398e+00 -3.414377014695904791e+02
3.404812486405953131e-01 7.482870039977733700e-01 2.474076490563537511e+00 8.548949153125242617e-01 1.005902133071136184e+00 -9.237296716684397779e+00 -3.415036252673777994e+02
3.428631448102558155e-01 7.491587634030281162e-01 2.449770044070004094e+00 8.633279405841083332e-01 9.691821008795207248e-01 -9.309081652757754455e+00 -3.415754102034511561e+02
3.417276453219313392e-01 7.495902643018318434e-01 2.458799226770466362e+00 8.592103359293892240e-01 1.017209660562736318e+00 -9.361010266773519106e+00 -3.416273388174669208e+02
3.468156428039251837e-01 7.420213564470977685e-01 2.455716146842053416e+00 8.360466313873802235e-01 1.065750313755497558e+00 -9.243717731203616950e+00 -3.415100462818970186e+02
3.489717410159000055e-01 7.412034910715680214e-01 2.443671086620994970e+00 8.606471500088099802e-01 9.907663420168058011e-01 -9.164364296431529056e+00 -3.414306928471249307e+02
3.454546101589782703e-01 7.373564700127243077e-01 2.485953878395508632e+00 8.371754480738573534e-01 1.051875442707864039e+00 -9.177076368453526811e+00 -3.414434049191469285e+02
3.408585793592069924e-01 7.372373191973107254e-01 2.520692474654841142e+00 8.685271981466531344e-01 9.440439724367788443e-01 -9.364043907562972890e+00 -3.416303724582563746e+02
3.465167581211013315e-01 7.318912504769609084e-01 2.504026639732403581e+00 8.488471943394042540e-01 9.920161471535511311e-01 -9.266174641310840343e+00 -3.415325031920042420e+02
3.406015333579383020e-01 7.445152897842938211e-01 2.490060548717776712e+00 8.649967557543707386e-01 9.777593126572341475e-01 -9.238290172815254664e+00 -3.415046187235086563e+02
3.426996858148979030e-01 7.441843054532135682e-01 2.476471846863545156e+00 8.402704065969963665e-01 1.037375459129506794e+00 -9.165335034696965977e+00 -3.414316635853903676e+02
3.414123512185588405e-01 7.475286579113814556e-01 2.470103668529077368e+00 8.385550420132670268e-01 1.066751707837730656e+00 -9.165049895047673090e+00 -3.414313784457410748e+02
3.466376087443672760e-01 7.469653400613721628e-01 2.434454292732636915e+00 8.548274484871374312e-01 1.027282973399030297e+00 -9.322503089513304531e+00 -3.415888316402067062e+02
3.383675483241259663e-01 7.484649400643381689e-01 2.486804871327759514e+00 8.645931146595362549e-01 9.691909104276250631e-01 -9.162510761731596176e+00 -3.414288393124249978e+02
3.430911967088591252e-01 7.447346474155940310e-01 2.470304967077083358e+00 8.537096122671785636e-01 1.034345831737184085e+00 -9.196672029996420861e+00 -3.414630005806898225e+02
3.425823225294817309e-01 7.460613706266495671e-01 2.468901847674576544e+00 8.418475190167518107e-01 1.063582993276933841e+00 -9.348466480840045278e+00 -3.416147950315334469e+02
3.429672818623827890e-01 7.492978263015785956e-01 2.449157502044285284e+00 8.663711469737584991e-01 9.622929341767942901e-01 -9.189211283622341853e+00 -3.414555398343157435e+02
3.413521680116358148e-01 7.503506166260232035e-01 2.456907835537968321e+00 8.630095504660637573e-01 9.670377275166295306e-01 -9.262668870533047993e+00 -3.415289974212264497e+02
3.413028564831167011e-01 7.526524714060267574e-01 2.447365991683714714e+00 8.469835966016381334e-01 1.048738921267275082e+00 -9.284066811716115808e+00 -3.415503953624095175e+02
3.438105330790163228e-01 7.379164855827216041e-01 2.495525512378984789e+00 8.767774928269025381e-01 9.303419228047768996e-01 -9.153940696352833584e+00 -3.414202692470462353e+02
3.440051588392875614e-01 7.418618564732366583e-01 2.475142272420347123e+00 8.685797557057135521e-01 9.278317742497392828e-01 -9.295341744469283185e+00 -3.415616702951626849e+02
3.445188430931043766e-01 7.378954182602468492e-01 2.491730328848465792e+00 8.368121851012064738e-01 1.048325033307266452e+00 -9.251852001760369149e+00 -3.415181805524537708e+02
3.498309857924093436e-01 7.391697736099808180e-01 2.447156605528417295e+00 8.542807653685624558e-01 1.002426683002255459e+00 -9.194706603835527403e+00 -3.414610351545289291e+02
3.446458649579322020e-01 7.341984601806932353e-01 2.506642929548155152e+00 8.722325912149022642e-01 9.504791622080341895e-01 -9.366520309467773586e+00 -3.416328488601611753e+02
3.461468374905457002e-01 7.361033458719341560e-01 2.486814283897108346e+00 8.572712403208946341e-01 9.557611977324409480e-01 -9.203128320680434626e+00 -3.414694568713738363e+02
3.470920126872066858e-01 7.422737632257464524e-01 2.451647062465902138e+00 8.731098524139104811e-01 9.379591348447728905e-01 -9.249762871580060164e+00 -3.415160914222734618e+02
3.423452617684059618e-01 7.500345801920693667e-01 2.451531567418478108e+00 8.397919730866956201e-01 1.038210652300975312e+00 -9.269776315980493564e+00 -3.415361048666738952e+02
3.395548670303628613e-01 7.426219551502145633e-01 2.505256805154509436e+00 8.514679829893481156e-01 1.028445563060729206e+00 -9.240029459856032190e+00 -3.415063580105494339e+02
3.460250131926223549e-01 7.404887223208947988e-01 2.467948628529988309e+00 8.745457684164383849e-01 9.258303065273389976e-01 -9.195198379814826239e+00 -3.414615269305082279e+02
3.391823493374958587e-01 7.473165718972147875e-01 2.484880088331194337e+00 8.440004155256639606e-01 1.040642187984470723e+00 -9.217912164085760196e+00 -3.414842407147791619e+02
3.481640788600908754e-01 7.361007274361166530e-01 2.473305786890810598e+00 8.433402662384770210e-01 1.016622094509219920e+00 -9.209988505200726649e+00 -3.414763170558941283e+02
3.424049602558784100e-01 7.440673316151856787e-01 2.478300288094228865e+00 8.700109538616596083e-01 9.804299737179933416e-01 -9.336139002167442413e+00 -3.416024675528608441e+02
3.400273330434726016e-01 7.429068641191081124e-01 2.499376583604872692e+00 8.388215809476502471e-01 1.058985448343838343e+00 -9.300247083738042875e+00 -3.415665756344314445e+02
3.442198690414618456e-01 7.404967112805473928e-01 2.479984150784606989e+00 8.438651105922883033e-01 9.991168057872998887e-01 -9.211257773956845085e+00 -3.414775863246502468e+02
3.423330981159675712e-01 7.416982053375968942e-01 2.489220546676945034e+00 8.699165216140789525e-01 9.782496512500795660e-01 -9.332304346318210264e+00 -3.415986328970116119e+02
3.429917502383214023e-01 7.493487792578404916e-01 2.449400747824393321e+00 8.400717740477716688e-01 1.069908249432183212e+00 -9.309245851752848466e+00 -3.415755744024462501e+02
3.399558302232446039e-01 7.421426489214016931e-01 2.502711054618687925e+00 8.610817588068373496e-01 9.900599970786805315e-01 -9.180233198625955993e+00 -3.414465617493193577e+02
3.387244488985967639e-01 7.378647016570851758e-01 2.532189984300403207e+00 8.582880784262281182e-01 9.744265017682893770e-01 -9.312182647798465496e+00 -3.415785111984918672e+02
3.443200767376409788e-01 7.381353494340165966e-01 2.490581006191010971e+00 8.315405640520037167e-01 1.060478160855982566e+00 -9.323617147448260312e+00 -3.415899456981416620e+02
3.416607911011376175e-01 7.372688938022280425e-01 2.513441756401069149e+00 8.386622480287169168e-01 1.017331167018373783e+00 -9.382484161072852658e+00 -3.416488127117662543e+02
3.488778485475413360e-01 7.351023867945618573e-01 2.471828649230570107e+00 8.673684417132543345e-01 9.592223754547015702e-01 -9.249319933697051965e+00 -3.415156484843904536e+02
3.376124218315606496e-01 7.446221610381029699e-01 2.508721846612401940e+00 8.612069123195666975e-01 9.611167784517711254e-01 -9.350244446657313802e+00 -3.416165729973507155e+02
3.388014552732696583e-01 7.519893703053437406e-01 2.467382682981463571e+00 8.437280376119984382e-01 1.047924995492007127e+00 -9.306876930240207457e+00 -3.415732054809336091e+02
3.456174994959506086e-01 7.352149485516192851e-01 2.494323622229610571e+00 8.779722151048829915e-01 9.274397157422900051e-01 -9.393075690706552905e+00 -3.416594042413999546e+02
3.464373804197755091e-01 7.324926850749085006e-01 2.501506379908536637e+00 8.430601732702092121e-01 1.010253908432227732e+00 -9.332635362782468746e+00 -3.415989639134758704e+02
3.439420226338932851e-01 7.466501958275938433e-01 2.455030286892238678e+00 8.392540884904500231e-01 1.027981494040133725e+00 -9.301333397350049381e+00 -3.415676619480434510e+02
3.387210933644905220e-01 7.471952520398748021e-01 2.490862343139548241e+00 8.586515486730856850e-01 9.764774830695834851e-01 -9.277642125440706877e+00 -3.415439706761341085e+02
3.372312107190282293e-01 7.460070832659265738e-01 2.505715761306904099e+00 8.567782501600404998e-01 9.785956134022280040e-01 -9.275840695208842135e+00 -3.415421692459022438e+02
3.445099678010014044e-01 7.337927872850001920e-01 2.510571913488898410e+00 8.529444543654642885e-01 1.005371648364940640e+00 -9.307063264683165471e+00 -3.415733918153765671e+02
3.423218805188100733e-01 7.388622420352970455e-01 2.500871110230849403e+00 8.782452320020270875e-01 9.081684643170016003e-01 -9.381717332319851721e+00 -3.416480458830132534e+02
3.499239310034549244e-01 7.388068225704246261e-01 2.447812526122811860e+00 8.499510922028612470e-01 1.014651993985637546e+00 -9.271288268858199899e+00 -3.415376168195516016e+02
3.419574330655958949e-01 7.462475318920666068e-01 2.468977708041829811e+00 8.437804592207820420e-01 1.023329656491151596e+00 -9.262593769821478418e+00 -3.415289223205148801e+02
3.429909197401415089e-01 7.364069740861419744e-01 2.506668553845826430e+00 8.456143133118665389e-01 9.989934108048359462e-01 -9.277755691544371075e+00 -3.415440842422377727e+02
3.420877725001310043e-01 7.412912633055511735e-01 2.493072335192330513e+00 8.707271742815070326e-01 9.733398256737899601e-01 -9.350264242862067476e+00 -3.416165927935554691e+02
3.386971562450908357e-01 7.465370452162432002e-01 2.492760167589745723e+00 8.380928065784631897e-01 1.038977136898977527e+00 -9.227380251809449874e+00 -3.414937088025028515e+02
3.402969488003403375e-01 7.394583015100398837e-01 2.512230039196164277e+00 8.437524242348928283e-01 1.007172285902749209e+00 -9.332063638665829330e+00 -3.415983921893592310e+02
